call_id,destination_person_id,source_person_id,account_age,account_state,occupation,language,call_direction,call_duration,call_outcome,call_end_date,call_topics,call_topic_group
2817408,143353,157497,673,In Repayment,Farmer,Luganda,Outgoing,0.47,Customer Unreachable,10/23/17 12:58,Completions Call,Survey
2817410,77891,83635,831,Complete,,Luganda,Incoming,6.12,Call Resolved,10/23/17 12:56,Verified Tamper Case,Portfolio Health 
2817411,338079,375793,12,In Repayment,Farmer,Lango,Incoming,2.53,Call Resolved,10/23/17 12:57,Code Not Received,Codes
2817413,380925,114148,0,In Repayment,Farmer,Lunyankore,Outgoing,23.82,Call Resolved,10/23/17 12:58,Vetting,Sales
2817414,124260,375069,14,In Repayment,Farmer,Lunyankore,Incoming,6.58,Call Resolved,10/23/17 12:58,Payment procedure information request,Finance
2817415,108347,329107,112,In Repayment,Farmer,Lugwere,Incoming,0.83,Call Resolved,10/23/17 12:58,Call Dropped,Other
2817416,157397,380867,0,In Repayment,Health Worker,English,Incoming,34.18,Call Resolved,10/23/17 12:59,Vetting,Sales
2817418,100499,106725,571,Cancelled,Office Work,English,Incoming,5.45,Call Resolved,10/23/17 13:00,Account Modifications,Accounts
2817419,128394,212971,385,Complete,MM Agent,English,Outgoing,2.28,Call Resolved,10/23/17 13:00,Completions Call,Survey
2817420,373908,212946,17,In Repayment,Other,Luganda,Outgoing,1.33,Call Unresolved ,10/23/17 13:00,10 Day Call,Survey
2817421,51005,134529,916,Complete,Farmer,Luganda,Outgoing,13.15,Call Resolved,10/23/17 13:00,"Catch Up Plan, Interested in Upgrades, Completions Call",Finance
2817422,156840,85506,643,Complete,Boda Boda,Lusoga,Outgoing,2.95,Call Resolved,10/23/17 13:00,Completions Call,Survey
2817423,120588,100497,715,In Repayment,Other,Lukonjo,Outgoing,0.47,Customer Unreachable,10/23/17 13:00,Completions Call,Survey
2817424,171141,86394,585,In Repayment,Fisherman,Luganda,Outgoing,2.97,Call Resolved,10/23/17 13:00,Completions Call,Survey
2817427,124279,118972,719,In Repayment,Farmer,Luganda,Incoming,7.87,Needs Repair / Replacement,10/23/17 13:00,3 Series LED Light Bar Technical,Accessory Technical Issue
2817429,152862,338347,654,In Repayment,Construction,Luganda,Outgoing,3.67,Call Resolved,10/23/17 13:01,Completions Call,Survey
2817430,59492,365348,0,In Repayment,Farmer,Lango,Incoming,15.08,Call Resolved,10/23/17 12:59,Vetting,Sales
2817432,132606,245750,337,In Repayment,MM Agent,Lumasaba,Incoming,4.7,Call Resolved,10/23/17 13:01,Account Association,Sales
2817433,108347,115946,732,In Repayment,Small Business Owner,Lumasaba,Incoming,2.2,Call Resolved,10/23/17 13:01,Balance Inquiry,Finance
2817435,108351,365454,49,In Repayment,Boda Boda,Ateso,Incoming,3.7,Call Resolved,10/23/17 13:01,"MM Issue, Advance Code",Finance
2817436,127693,338329,700,In Repayment,Driver,Lunyankore,Outgoing,2.9,Call Resolved,10/23/17 13:02,Completions Call,Survey
2817437,374398,212946,17,In Repayment,MM Agent,Luganda,Outgoing,1.07,Customer hung up on CSR / Call dropped,10/23/17 13:02,10 Day Call,Survey
2817438,30930,108349,104,In Repayment,Farmer,Lusoga,Outgoing,4.77,Call Resolved,10/23/17 13:02,Overdue Account,Finance
2817441,338079,380901,0,In Repayment,Small Business Owner,Luganda,Incoming,3.95,Call Resolved,10/23/17 13:03,Account Association,Sales
2817442,96164,380870,0,In Repayment,Boda Boda,Lunyankore,Incoming,8.15,Vetting Incomplete,10/23/17 13:02,Vetting,Sales
2817443,132606,84813,647,Complete,Small Business Owner,Ateso,Incoming,0.62,Call Resolved,10/23/17 13:03,Balance Inquiry,Finance
2817446,158253,239082,639,In Repayment,Butcher,Luganda,Outgoing,10.42,Call Resolved,10/23/17 13:04,Completions Call,Survey
2817448,380870,96164,0,In Repayment,Boda Boda,Lunyankore,Outgoing,0.28,Call Resolved,10/23/17 13:04,Vetting,Sales
2817449,95803,86394,800,Complete,Mechanic / Technician,Luganda,Outgoing,2.87,Call Resolved,10/23/17 13:04,Completions Call,Survey
2817453,100499,380893,0,In Repayment,Farmer,Lumasaba,Incoming,3.5,Call Resolved,10/23/17 13:04,Failed code,Codes
2817454,178035,338329,558,Complete,Cattle Trader,Lunyankore,Outgoing,0.15,Call Resolved,10/23/17 13:05,Completions Call,Survey
2817456,109032,338409,756,In Repayment,Farmer,Lutooro,Outgoing,0.62,Call Resolved,10/23/17 13:06,Completions Call,Survey
2817457,116273,301414,180,In Repayment,Farmer,Lunyankore,Incoming,8.48,Call Resolved,10/23/17 13:05,Code Not Received,Codes
2817459,157415,3245,1241,Complete,Small Business Owner,Luganda,Incoming,3.92,Call Resolved,10/23/17 13:06,Interested In ReadyPay,Sales
2817460,337992,380742,0,In Repayment,Farmer,Luganda,Incoming,16.93,Call Resolved,10/23/17 13:06,Vetting,Sales
2817461,69406,212971,866,In Repayment,Small Business Owner,English,Outgoing,0.6,Customer Unreachable,10/23/17 13:06,Completions Call,Survey
2817463,100499,47795,840,In Repayment,Teacher,English,Incoming,0.23,Call Unresolved,10/23/17 13:06,Call Dropped,Other
2817464,108347,134068,686,In Repayment,Farmer,Lusoga,Incoming,4.07,Call Resolved,10/23/17 13:06,Advance Code,Codes
2817465,91026,338347,812,In Repayment,Construction,Luganda,Outgoing,1.9,Call Resolved,10/23/17 13:06,Completions Call,Survey
2817466,143935,85506,672,Complete,Construction,Alur,Outgoing,3.33,Call Resolved,10/23/17 13:07,Completions Call,Survey
2817469,108351,365454,49,In Repayment,Boda Boda,Ateso,Incoming,2.02,Call Resolved,10/23/17 13:06,RP Remote Technical,Accessory Technical Issue
2817470,137703,239247,680,In Repayment,Accountant,Kupsabiiny,Outgoing,2.78,Call Resolved,10/23/17 13:07,Completions Call,Survey
2817472,96157,362888,54,In Repayment,Farmer,Lunyankore,Incoming,9.2,Call Resolved,10/23/17 13:07,Advance Code,Codes
2817473,141208,100497,675,Complete,Farmer,Lunyankore,Outgoing,7.22,Call Resolved,10/23/17 13:07,Completions Call,Survey
2817477,338079,365348,0,In Repayment,Farmer,Lango,Incoming,3.38,Call Resolved,10/23/17 13:08,Account Association,Sales
2817478,59492,380926,0,In Repayment,Other,Ateso,Incoming,1.75,Call Resolved,10/23/17 13:08,Account Association,Sales
2817480,59492,106725,571,Cancelled,Office Work,English,Incoming,3.08,Call Resolved,10/23/17 13:08,Account Association,Sales
2817481,17678,239298,1035,Complete,Other,English,Outgoing,2.77,Call Resolved,10/23/17 13:08,10 Day Call,Survey
2817483,7127,338347,1146,In Repayment,Teacher,Luganda,Outgoing,2.07,Call Resolved,10/23/17 13:10,Completions Call,Survey
2817486,154298,239257,650,Complete,MM Agent,Lunyankore,Outgoing,1.93,Call Resolved,10/23/17 13:10,Completions Call,Survey
2817487,182750,338409,539,Complete,Farmer,Luganda,Outgoing,1.6,Call Resolved,10/23/17 13:10,Completions Call,Survey
2817488,144466,212971,671,Complete,Shop Keeper,English,Outgoing,3.4,Call Unresolved ,10/23/17 13:10,Completions Call,Survey
2817489,7060,4678,1189,In Repayment,Small Business Owner,Luganda,Incoming,0.93,Call Resolved,10/23/17 13:11,"Code Not Received, Code request",Codes
2817490,170579,134529,584,Complete,Shop Keeper,Lunyoro,Outgoing,5.95,Call Resolved,10/23/17 13:11,Completions Call,Survey
2817491,124260,72958,857,Complete,Boda Boda,Lunyankore,Incoming,9.1,Call Resolved,10/23/17 13:11,Interested in Upgrades,Sales
2817496,374378,212946,17,In Repayment,Farmer,Luganda,Outgoing,9.5,Call Resolved,10/23/17 13:12,10 Day Call,Survey
2817498,96164,14136,517,In Repayment,Shop Keeper,Rukiga,Incoming,7.13,Call Resolved,10/23/17 13:11,School fee loan inquiry,Sales
2817501,338409,294127,0,In Repayment,MM Agent,English,Incoming,0.57,Call Resolved,10/23/17 13:13,Ended Call- Hearing/Speaking Issues,Other
2817502,53350,124267,908,In Repayment,Health Worker,English,Outgoing,4.15,Call Resolved,10/23/17 13:13,Completions Call,Survey
2817503,123205,86394,710,Complete,Farmer,Luganda,Outgoing,3.45,Call Resolved,10/23/17 13:13,Completions Call,Survey
2817505,338329,322827,120,In Repayment,Small Business Owner,Lunyankore,Incoming,0,Call Resolved,10/23/17 13:13,Call Dropped,Other
2817506,100499,380867,0,In Repayment,Health Worker,English,Incoming,7.52,Call Resolved,10/23/17 13:14,Account Association,Sales
2817510,239018,187527,522,In Repayment,Teacher,Lunyankore,Incoming,8.58,Call Resolved,10/23/17 13:14,Code Entered Late,Codes
2817512,148219,100497,665,Complete,Boda Boda,Lukonjo,Outgoing,6.77,Call Resolved,10/23/17 13:15,Completions Call,Survey
2817513,232299,338079,256,In Repayment,Other,English,Outgoing,2.57,Call Resolved,10/23/17 13:15,Interested in ReadyPay,Sales
2817515,82153,86394,835,In Repayment,Other,Luganda,Outgoing,0.35,Call Resolved,10/23/17 13:15,Completions Call,Survey
2817519,337992,343212,87,Cancelled,Farmer,Luganda,Incoming,7.98,Call Resolved,10/23/17 13:15,"MM Issue, Voluntary Return Inquiry",Finance
2817520,7060,4678,1189,In Repayment,Small Business Owner,Luganda,Incoming,1.53,Call Resolved,10/23/17 13:16,"General Question, Service Center Enquiry, Code Not Received, Code request, 9 Diode LED Light Bar Technical",General 
2817521,82153,86394,835,In Repayment,Other,Luganda,Outgoing,0.62,Call Resolved,10/23/17 13:16,Completions Call,Survey
2817522,154374,116968,248,In Repayment,Other,English,Incoming,4,Call Resolved,10/23/17 13:16,Account Association,Sales
2817524,124260,344058,86,In Repayment,Farmer,Lukonjo,Incoming,3.22,Call Resolved,10/23/17 13:15,General Question,General 
2817525,77891,257057,319,Suspended,Other,Luganda,Incoming,8.87,Call Resolved,10/23/17 13:14,"Overdue Account, Catch Up Plan",Finance
2817527,200304,134529,475,Complete,Farmer,Luganda,Outgoing,4,Call Resolved,10/23/17 13:17,Completions Call,Survey
2817530,337992,20356,270,In Repayment,Mechanic / Technician,Luganda,Incoming,1.97,Call Resolved,10/23/17 13:18,Advance Code,Codes
2817531,124260,344058,86,In Repayment,Farmer,Lukonjo,Incoming,1.25,Call Resolved,10/23/17 13:18,Reactivation/Catch Up Inquiry,Accounts
2817533,338347,380870,0,In Repayment,Boda Boda,Lunyankore,Incoming,9.08,Call Resolved,10/23/17 13:20,Vetting,Sales
2817537,108351,220061,405,In Repayment,Farmer,Ateso,Incoming,8.98,Call Resolved,10/23/17 13:19,Call Dropped,Other
2817541,212982,366268,47,In Repayment,Engineer,English,Incoming,23,Call Resolved,10/23/17 13:21,Solar Panel Technical,Accessory Technical Issue
2817542,100499,112856,742,In Repayment,Farmer,English,Incoming,3.83,Call Resolved,10/23/17 13:21,"18 Diode LED Light Bar Non-Technical, 3 Series LED Light Bar Non-Technical",Accessory Non-Technical Issue
2817544,89582,355184,67,In Repayment,Small Business Owner,Lugwere,Incoming,9.15,Call Resolved,10/23/17 13:21,"Service Center Enquiry, Solar Panel Technical",General 
2817545,124260,69850,865,In Repayment,Carpenter,Lutooro,Incoming,2.73,Call Resolved,10/23/17 13:22,Advance Code,Codes
2817546,108347,329107,112,In Repayment,Farmer,Lugwere,Incoming,12.93,Call Resolved,10/23/17 13:21,Advance Code,Codes
2817547,239247,93385,672,In Repayment,Teacher,English,Incoming,4.52,Call Resolved,10/23/17 13:22,Code Not Received,Codes
2817548,183122,124267,537,In Repayment,Boda Boda,Luganda,Outgoing,1.78,Call Resolved,10/23/17 13:22,Completions Call,Survey
2817549,59492,380967,0,In Repayment,Farmer,Alur,Incoming,11.22,Vetting Incomplete,10/23/17 13:22,Vetting,Sales
2817551,69529,86394,865,In Repayment,Shop Keeper,Luganda,Outgoing,6.63,Call Resolved,10/23/17 13:23,Completions Call,Survey
2817553,14113,100497,1053,Complete,Teacher,Rukiga,Outgoing,3.68,Customer Unreachable,10/23/17 13:24,Completions Call,Survey
2817554,380967,59492,0,In Repayment,Farmer,Alur,Outgoing,0.93,Vetting Incomplete,10/23/17 13:24,"Vetting, Ended Call- Hearing/Speaking Issues",Sales
2817555,132606,217137,412,In Repayment,Government / Civil Servant,Ateso,Incoming,2.05,Call Resolved,10/23/17 13:23,Advance Code,Codes
2817556,100499,380943,0,In Repayment,Small Business Owner,Luganda,Incoming,2.32,Call Resolved,10/23/17 13:24,Account Association,Sales
2817557,157766,18840,1027,In Repayment,Cattle Trader,Lunyankore,Incoming,30.78,Call Resolved,10/23/17 13:24,"General Question, Technical product inquiry ",General 
2817558,338329,322827,120,In Repayment,Small Business Owner,Lunyankore,Incoming,9.83,Call Resolved,10/23/17 13:25,Drains Quickly,Technical/ Battery Performance
2817559,108358,72367,859,Complete,Small Business Owner,Luganda,Incoming,8.15,Call Resolved,10/23/17 13:25,TV Non-Technical,Accessory Non-Technical Issue
2817560,148202,134529,665,In Repayment,Tailor,Luganda,Outgoing,6.93,Call Resolved,10/23/17 13:24,Completions Call,Survey
2817563,110366,212946,751,In Repayment,Engineer,Lutooro,Outgoing,1.47,Call Resolved,10/23/17 13:25,Completions Call,Survey
2817565,212971,98472,791,Complete,Small Business Owner,English,Incoming,8.45,Call Resolved,10/23/17 13:23,Payment inquiry,Finance
2817566,338352,47795,840,In Repayment,Teacher,English,Incoming,2.9,Call Resolved,10/23/17 13:25,Code Not Received,Codes
2817567,136593,100497,682,Complete,Boda Boda,Lunyankore,Outgoing,1.13,Call Resolved,10/23/17 13:25,Completions Call,Survey
2817568,338347,160123,634,Complete,Farmer,Lukonjo,Incoming,4.95,Call Resolved,10/23/17 13:25,Early Lockout,Codes
2817569,239257,58560,893,Complete,Farmer,Lutooro,Incoming,9.98,Call Resolved,10/23/17 13:26,3 Series LED Light Bar Non-Technical,Accessory Non-Technical Issue
2817570,337985,312515,143,Cancelled,Small Business Owner,Lusoga,Incoming,10.3,Call Resolved,10/23/17 13:26,Voluntary Return Inquiry,Accounts
2817571,380959,114148,0,In Repayment,Fisherman,Luganda,Outgoing,24.62,Call Resolved,10/23/17 13:26,Vetting,Sales
2817572,132606,176052,565,In Repayment,Accountant,English,Incoming,0.58,Call Resolved,10/23/17 13:26,Ended Call- Hearing/Speaking Issues,Other
2817576,108351,220061,405,In Repayment,Farmer,Ateso,Incoming,3.78,Call Resolved,10/23/17 13:25,Code Entry Support,Codes
2817577,145939,100497,670,Complete,Farmer,Luganda,Outgoing,1.07,Customer Unreachable,10/23/17 13:27,Completions Call,Survey
2817580,212982,278608,279,In Repayment,Other,Lango,Incoming,6.35,Call Resolved,10/23/17 13:28,"Payment inquiry, Code Not Received",Finance
2817585,337985,182219,542,In Repayment,Construction,Lusoga,Incoming,2.27,Call Resolved,10/23/17 13:29,Service Center Enquiry,General 
2817586,212971,273051,296,In Repayment,Farmer,Ateso,Incoming,3.53,Call Resolved,10/23/17 13:29,Account Association,Sales
2817587,96157,81191,837,Complete,Farmer,Lunyankore,Incoming,1.13,Call Unresolved,10/23/17 13:29,Call Dropped,Other
2817588,132606,176052,565,In Repayment,Accountant,English,Incoming,2.88,Call Resolved,10/23/17 13:30,Account Association,Sales
2817589,239018,285565,256,In Repayment,Farmer,Lunyankore,Incoming,14.25,Call Resolved,10/23/17 13:30,Technical product inquiry ,Technical/ Battery Performance
2817591,147656,239005,666,In Repayment,Farmer,Samia,Outgoing,2.63,Call Resolved,10/23/17 13:30,Completions Call,Survey
2817596,108358,299571,193,In Repayment,Security Guard,Luganda,Incoming,2.33,Call Resolved,10/23/17 13:31,Advance Code,Codes
2817597,175824,212946,566,In Repayment,Office Work,Lutooro,Outgoing,2.98,Call Resolved,10/23/17 13:31,Completions Call,Survey
2817598,177084,100497,561,In Repayment,Other,Lutooro,Outgoing,2.37,Customer Unreachable,10/23/17 13:32,Completions Call,Survey
2817599,124260,342800,88,In Repayment,Farmer,Lutooro,Incoming,5.23,Call Resolved,10/23/17 13:31,Payment procedure information request,Finance
2817601,116273,359849,59,In Repayment,Boda Boda,Rukiga,Incoming,2.92,Call Resolved,10/23/17 13:32,Intended for MTN,Other
2817602,338329,220157,403,In Repayment,Boda Boda,Luganda,Incoming,1.8,Call Resolved,10/23/17 13:31,"Early Lockout, Call Dropped",Codes
2817604,338063,380959,0,In Repayment,Fisherman,Luganda,Incoming,3.5,Call Resolved,10/23/17 13:33,Account Association,Sales
2817605,39645,239005,962,In Repayment,Small Business Owner,Samia,Outgoing,0.6,Call Resolved,10/23/17 13:33,Completions Call,Survey
2817607,212971,289547,239,In Repayment,Fisherman,Alur,Incoming,0.95,Call Resolved,10/23/17 13:33,Call transfer,Other
2817608,168855,100497,594,In Repayment,Farmer,Lukonjo,Outgoing,1.13,Customer Unreachable,10/23/17 13:33,Completions Call,Survey
2817609,150984,86394,658,In Repayment,Farmer,Luganda,Outgoing,9.25,Call Resolved,10/23/17 13:33,Completions Call,Survey
2817612,116273,96012,67,In Repayment,Farmer,Lunyankore,Incoming,1.02,Call Resolved,10/23/17 13:34,Ended Call- Hearing/Speaking Issues,Other
2817613,239257,241050,345,In Repayment,Teacher,Lutooro,Incoming,2.7,Call Resolved,10/23/17 13:34,Early Lockout,Codes
2817616,167204,124267,601,Complete,Farmer,Luganda,Outgoing,4.3,Call Resolved,10/23/17 13:34,Completions Call,Survey
2817620,116273,272500,297,In Repayment,Farmer,Lunyankore,Incoming,0.4,Call Unresolved,10/23/17 13:35,Call Dropped,Other
2817621,108358,153002,653,In Repayment,Other,Luganda,Incoming,3.15,Call Resolved,10/23/17 13:35,Code Not Received,Codes
2817622,212971,376023,11,In Repayment,Police,English,Incoming,1.85,Call Resolved,10/23/17 13:36,Payment procedure information request,Finance
2817623,380910,85506,0,In Repayment,Farmer,Ma'di,Outgoing,18.05,Call Resolved,10/23/17 13:36,Vetting,Sales
2817625,380910,85506,0,In Repayment,Farmer,Ma'di,Outgoing,18.05,Call Resolved,10/23/17 13:36,Vetting,Sales
2817627,107529,100497,146,Complete,Other,Lunyankore,Outgoing,3.35,Customer Unreachable,10/23/17 13:37,Completions Call,Survey
2817629,108347,225862,388,In Repayment,Other,Lusoga,Incoming,14.5,Call Resolved,10/23/17 13:37,Does Not Charge Past Bottom SOC Light,Technical/ Battery Performance
2817630,116273,349654,76,In Repayment,Small Business Owner,Lunyankore,Incoming,1.4,Call Unresolved,10/23/17 13:37,Call Dropped,Other
2817631,175925,212982,565,Complete,Government / Civil Servant,Lango,Outgoing,8.03,Call Resolved,10/23/17 13:36,Completions Call,Survey
2817632,239018,380925,0,In Repayment,Farmer,Lunyankore,Incoming,5.28,Call Resolved,10/23/17 13:36,Referral bonus not received,Accounts
2817633,132606,304358,24,In Repayment,Other,English,Incoming,4.5,Call Resolved,10/23/17 13:37,Account Association,Sales
2817634,134529,20034,264,Complete,Driver,Luganda,Incoming,12.2,Call Resolved,10/23/17 13:37,Interested In ReadyPay,Sales
2817635,77891,377873,7,In Repayment,Farmer,Luganda,Incoming,6.55,Call Resolved,10/23/17 13:38,Payment procedure information request,Finance
2817638,124255,333916,56,In Repayment,Farmer,English,Incoming,35.98,Call Resolved,10/23/17 13:36,Reactivation/Catch Up Inquiry,Accounts
2817639,137515,212946,680,Complete,Farmer,Lutooro,Outgoing,2.65,Call Resolved,10/23/17 13:37,Completions Call,Survey
2817643,96157,81191,837,Complete,Farmer,Lunyankore,Incoming,8.37,Call Resolved,10/23/17 13:38,School fee loan inquiry,Sales
2817644,380967,59492,0,In Repayment,Farmer,Alur,Outgoing,13.28,Call Resolved,10/23/17 13:37,Vetting,Sales
2817646,157766,318759,128,In Repayment,Farmer,Luganda,Incoming,4.97,Call Resolved,10/23/17 13:38,Code Entered Late,Codes
2817647,185404,239082,530,Complete,Farmer,Luganda,Outgoing,9.73,Call Resolved,10/23/17 13:38,Completions Call,Survey
2817649,145939,124267,670,Complete,Farmer,Luganda,Outgoing,1.37,Call Resolved,10/23/17 13:39,Completions Call,Survey
2817651,129997,239005,695,In Repayment,Farmer,Samia,Outgoing,3.43,Call Resolved,10/23/17 13:40,Completions Call,Survey
2817652,160123,100497,634,Complete,Farmer,Lukonjo,Outgoing,2.62,Call Resolved,10/23/17 13:39,Completions Call,Survey
2817654,338079,348930,66,In Repayment,Small Business Owner,Lango,Incoming,3.08,Call Resolved,10/23/17 13:41,Code request,Codes
2817657,338409,173522,264,Complete,Small Business Owner,Luganda,Incoming,5.92,Call Resolved,10/23/17 13:41,"Interested In ReadyPay, Call Dropped",Sales
2817658,54607,86394,532,In Repayment,Other,English,Outgoing,3.38,Call Resolved,10/23/17 13:42,Completions Call,Survey
2817659,239247,289547,239,In Repayment,Fisherman,Alur,Incoming,9.45,Call Resolved,10/23/17 13:42,Interested In ReadyPay,Sales
2817661,132606,229410,333,In Repayment,Office Work,English,Incoming,3.33,Call Resolved,10/23/17 13:43,Account Association,Sales
2817662,171181,157497,585,Complete,Farmer,Lunyankore,Outgoing,8.53,Call Resolved,10/23/17 13:43,Completions Call,Survey
2817664,116273,272500,297,In Repayment,Farmer,Lunyankore,Incoming,5.67,Call Resolved,10/23/17 13:43,Payment procedure information request,Finance
2817666,6328,157766,125,In Repayment,Small Business Owner,Lusoga,Outgoing,5.72,Call Resolved,10/23/17 13:44,Overdue Account,Finance
2817667,124260,225214,389,In Repayment,Farmer,Rukiga,Incoming,1.9,Call Resolved,10/23/17 13:44,Code Not Received,Codes
2817668,212982,376023,11,In Repayment,Police,English,Incoming,1.17,Call Resolved,10/23/17 13:44,Payment inquiry,Finance
2817670,184233,239005,525,Complete,Small Business Owner,Samia,Outgoing,3.3,Call Resolved,10/23/17 13:45,Completions Call,Survey
2817671,189623,116273,515,In Repayment,Small Business Owner,Lunyankore,Outgoing,0.18,Call Unresolved ,10/23/17 13:45,Call Dropped,Other
2817672,108358,350495,75,In Repayment,Farmer,Luganda,Incoming,1.52,Call Resolved,10/23/17 13:46,Ended Call- Hearing/Speaking Issues,Other
2817673,239247,380967,0,In Repayment,Farmer,Alur,Incoming,2.27,Call Resolved,10/23/17 13:46,Sales Team Inquiry,Other
2817674,175879,86394,565,In Repayment,Health Worker,English,Outgoing,2.4,Call Resolved,10/23/17 13:46,Completions Call,Survey
2817676,128929,124267,688,In Repayment,Farmer,Luganda,Outgoing,0.62,Call Resolved,10/23/17 13:46,Completions Call,Survey
2817678,100499,290493,235,In Repayment,Farmer,Lunyoro,Incoming,21.77,Call Resolved,10/23/17 13:47,Payment inquiry,Finance
2817679,158984,100497,632,Complete,Small Business Owner,Lunyankore,Outgoing,7.02,Call Resolved,10/23/17 13:47,Completions Call,Survey
2817681,96157,143065,673,Complete,Health Worker,Lunyankore,Incoming,4.67,Call Resolved,10/23/17 13:47,Technical product inquiry ,Technical/ Battery Performance
2817682,94450,116273,803,In Repayment,Security Guard,Lunyankore,Outgoing,0.48,Customer Unreachable,10/23/17 13:47,General Question,General 
2817683,124255,232299,256,In Repayment,Other,English,Incoming,2.3,Call Resolved,10/23/17 13:48,Ended Call- Hearing/Speaking Issues,Other
2817685,154303,96164,650,Complete,Teacher,Rufumbira,Outgoing,2.38,Call Resolved,10/23/17 13:49,Completions Call,Survey
2817687,212982,289547,239,In Repayment,Fisherman,Alur,Incoming,3.38,Call Resolved,10/23/17 13:48,Interested In ReadyPay,Sales
2817689,180634,154374,548,Complete,Farmer,English,Outgoing,3.05,Call Resolved,10/23/17 13:49,Completions Call,Survey
2817690,134529,365517,49,In Repayment,Boda Boda,Luganda,Incoming,0.62,Call Resolved,10/23/17 13:49,Ended Call- Hearing/Speaking Issues,Other
2817691,132606,370616,31,In Repayment,Security Guard,Ateso,Incoming,3.58,Call Resolved,10/23/17 13:50,Customer NOT with PS,Technical/ Battery Performance
2817692,108347,380499,0,In Repayment,Farmer,Lumasaba,Incoming,11.83,Vetting Incomplete,10/23/17 13:49,Vetting,Sales
2817696,176816,86394,562,In Repayment,Farmer,Lusoga,Outgoing,3.37,Call Resolved,10/23/17 13:51,Completions Call,Survey
2817697,124260,296712,207,Cancelled,Farmer,Lunyoro,Incoming,2.05,Call Resolved,10/23/17 13:50,School fee loan inquiry,Sales
2817700,338409,59716,891,In Repayment,Driver,Luganda,Incoming,9.62,Call Resolved,10/23/17 13:51,Payment procedure information request,Finance
2817701,212982,324215,118,In Repayment,Farmer,Lango,Incoming,1.68,Call Resolved,10/23/17 13:51,Vetting,Sales
2817702,100499,380910,0,In Repayment,Farmer,Ma'di,Incoming,3.8,Call Resolved,10/23/17 13:52,Account Association,Sales
2817703,144578,157397,618,Complete,Small Business Owner,Lugbara,Outgoing,4.22,Call Resolved,10/23/17 13:52,Completions Call,Survey
2817705,171485,124267,542,Complete,Small Business Owner,Luganda,Outgoing,0.6,Call Resolved,10/23/17 13:52,Completions Call,Survey
2817707,153458,239005,652,In Repayment,Farmer,Samia,Outgoing,6.88,Call Resolved,10/23/17 13:53,Completions Call,Survey
2817708,109710,157497,754,Complete,Boda Boda,Luganda,Outgoing,6.4,Call Resolved,10/23/17 13:53,Completions Call,Survey
2817709,124260,349654,76,In Repayment,Small Business Owner,Lunyankore,Incoming,0.42,Call Resolved,10/23/17 13:53,Ended Call- Hearing/Speaking Issues,Other
2817711,132606,258989,314,In Repayment,Other,English,Incoming,2.63,Call Resolved,10/23/17 13:54,Account Association,Sales
2817714,212971,108062,760,In Repayment,Small Business Owner,English,Incoming,1.78,Call Unresolved,10/23/17 13:54,"Code Not Received, Call Dropped",Codes
2817715,338079,219028,409,In Repayment,Shop Keeper,Lango,Incoming,8.95,Call Resolved,10/23/17 13:54,Ready Radio Technical,Accessory Technical Issue
2817716,100499,272011,298,In Repayment,Farmer,Lugbara,Incoming,0.67,Call Resolved,10/23/17 13:55,Call transfer,Other
2817717,183039,239082,537,Complete,Boda Boda,Luganda,Outgoing,9.58,Call Resolved,10/23/17 13:55,Completions Call,Survey
2817718,78692,154374,844,In Repayment,Office Work,Ateso,Outgoing,3.98,Call Resolved,10/23/17 13:55,Completions Call,Survey
2817719,380499,108347,0,In Repayment,Farmer,Lumasaba,Outgoing,4.55,Call Resolved,10/23/17 13:55,Vetting,Sales
2817720,59492,380937,0,In Repayment,Farmer,Luganda,Incoming,1.62,Call Resolved,10/23/17 13:56,Account Association,Sales
2817722,212971,178384,554,In Repayment,Teacher,English,Incoming,0.3,Call Resolved,10/23/17 13:55,Call Dropped,Other
2817723,116273,370018,34,In Repayment,Farmer,Lunyankore,Incoming,6.82,Call Resolved,10/23/17 13:55,Does Not Charge From Solar,Technical/ Battery Performance
2817724,157397,272011,298,In Repayment,Farmer,Lugbara,Incoming,0.53,Call Resolved,10/23/17 13:55,Call Dropped,Other
2817725,59492,174520,571,Complete,Office Work,English,Incoming,2.48,Call Resolved,10/23/17 13:56,Account Association,Sales
2817727,220157,338329,403,In Repayment,Boda Boda,Luganda,Outgoing,18.08,Call Resolved,10/23/17 13:56,"Balance Inquiry, Early Lockout",Finance
2817728,96157,77541,597,In Repayment,Mechanic / Technician,Lunyankore,Incoming,7.05,Call Resolved,10/23/17 13:56,Interested In ReadyPay,Sales
2817729,98709,212946,792,In Repayment,Market Trader,Lutooro,Outgoing,1.9,Call Resolved,10/23/17 13:56,Completions Call,Survey
2817730,212971,272011,298,In Repayment,Farmer,Lugbara,Incoming,0.73,Call Resolved,10/23/17 13:57,Call transfer,Other
2817731,96161,108062,760,In Repayment,Small Business Owner,English,Incoming,2.45,Call Resolved,10/23/17 13:57,Code Not Received,Codes
2817732,77891,158288,399,In Repayment,Farmer,Japadhola,Incoming,3.87,Call Resolved,10/23/17 13:57,Deactivation,Accounts
2817734,100499,349639,76,In Repayment,Small Business Owner,English,Incoming,0.33,Call Unresolved,10/23/17 13:58,Ended Call- Hearing/Speaking Issues,Other
2817735,337992,51005,916,Complete,Farmer,Luganda,Incoming,4.78,Call Resolved,10/23/17 13:58,General Question,General 
